City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Current Temp
Ust-Nera,86,RU,1574544644,96,64.57,143.24,-38.51,1.66,-38.51
Waipawa,0,NZ,1574544879,68,-39.94,176.59,72.0,3.09,72.0
Fukue,75,JP,1574544880,77,35.03,136.69,59.0,13.87,55.38
Cairns,90,AU,1574544663,78,-16.92,145.77,78.01,3.36,73.96
Neyyattinkara,20,IN,1574544880,83,8.4,77.08,80.6,4.7,80.6
Nizhniy Kuranakh,100,RU,1574544653,96,58.84,125.49,-11.81,6.89,-11.81
Gayeri,0,BF,1574544880,15,12.65,0.49,84.97,7.65,84.97
Sirjan,0,IR,1574544881,45,29.44,55.67,43.41,3.76,43.41
Meulaboh,100,ID,1574544881,87,4.14,96.13,78.93,7.78,78.93
Cartagena del Chaira,66,CO,1574544881,55,1.33,-74.84,89.49,3.38,89.49
Rioja,100,PE,1574544881,93,-6.06,-77.17,69.15,1.52,69.15
Zhangjiakou,83,CN,1574544882,34,40.77,114.88,16.54,17.6,16.54
Garowe,63,SO,1574544882,75,8.41,48.48,75.22,11.56,75.22
Yumen,0,CN,1574544583,27,40.29,97.04,9.28,13.11,9.28
Ronneby,31,SE,1574544882,93,56.21,15.28,41.0,14.99,41.0
Kitimat,90,CA,1574544883,100,54.02,-128.69,41.0,5.82,40.12
Bethel,90,US,1574544883,100,60.79,-161.76,24.8,9.17,22.55
Rovaniemi,90,FI,1574544883,100,66.5,25.72,28.4,8.05,28.4
Krasnoborsk,100,RU,1574544883,88,61.56,45.93,14.47,3.78,14.47
Baoding,100,CN,1574544884,58,38.86,115.49,46.85,4.21,46.85
Turan,100,RU,1574544645,90,52.15,93.92,-7.53,3.94,-7.53
Tigil,100,RU,1574544884,73,57.8,158.67,20.66,13.42,20.66
Chingirlau,10,KZ,1574544884,67,51.09,54.08,16.72,7.72,16.72
Buy,99,RU,1574544885,52,58.48,41.53,18.57,4.85,18.57
Saskylakh,100,RU,1574544885,100,71.97,114.09,-25.08,2.33,-25.08
Imbituba,75,BR,1574544885,82,-28.24,-48.67,68.0,14.99,68.0
Bonthe,24,SL,1574544885,86,7.53,-12.5,80.01,6.33,80.01
Kalispell,90,US,1574544823,80,48.2,-114.32,35.01,4.99,32.99
Puerto Colombia,40,CO,1574544773,74,10.99,-74.96,84.2,13.87,84.2
Havre-Saint-Pierre,90,CA,1574544886,80,50.23,-63.6,35.6,10.29,35.6
Coquimbo,40,CL,1574544886,56,-29.95,-71.34,75.0,11.41,72.19
Faya,0,SA,1574544886,87,18.39,42.45,57.2,4.07,56.32
Vanavara,100,RU,1574544887,95,60.35,102.28,0.55,8.59,0.55
Geraldton,90,CA,1574544744,86,49.72,-86.95,30.2,5.82,30.2
Mogadishu,96,SO,1574544887,81,2.04,45.34,82.49,22.62,82.49
Belmonte,56,PT,1574544888,92,40.36,-7.35,48.0,1.01,46.74
Viedma,80,AR,1574544888,24,-40.81,-62.99,72.86,24.09,72.86
Gusau,3,NG,1574544888,19,12.17,6.66,82.13,7.87,82.13
General Roca,90,AR,1574544889,56,-39.03,-67.58,71.6,14.99,71.6
Saint-Francois,100,FR,1574544607,93,46.42,3.91,48.0,3.94,47.41
West Plains,90,US,1574544889,74,36.73,-91.85,41.0,12.75,39.16
Kavaratti,0,IN,1574544730,74,10.57,72.64,83.1,4.76,83.1
Khuzdar,54,PK,1574544890,63,27.8,66.62,51.62,1.77,51.62
Tazovskiy,7,RU,1574544890,95,67.47,78.7,-12.32,8.9,-12.32
Flinders,90,AU,1574544890,77,-34.58,150.85,66.99,6.93,64.8
Aden,2,YE,1574544639,72,12.79,45.03,79.11,16.8,79.11
Great Yarmouth,75,GB,1574544891,87,52.61,1.73,48.99,8.05,47.53
Honningsvag,99,NO,1574544598,77,70.98,25.97,39.36,19.82,39.36
Calama,0,CL,1574544891,16,-22.46,-68.93,77.0,23.04,77.0
Mankato,1,US,1574544891,62,44.16,-94.0,43.0,10.29,41.23
Puerto Narino,75,CO,1574544891,83,-3.77,-70.38,82.4,3.36,82.4
Buala,100,SB,1574544631,77,-8.15,159.59,79.95,4.59,79.95
Shenjiamen,88,CN,1574544892,96,29.96,122.3,66.54,12.95,66.54
Zuenoula,23,CI,1574544892,63,7.43,-6.04,79.05,1.05,79.05
Port Blair,20,IN,1574544892,74,11.67,92.75,80.6,3.36,80.6
Namibe,6,AO,1574544628,75,-15.19,12.15,71.11,14.47,71.11
Taltal,9,CL,1574544893,69,-25.41,-70.49,64.9,8.43,64.9
Vostok,83,RU,1574544605,88,46.45,135.83,18.27,3.47,18.27
Zaysan,100,KZ,1574544893,83,47.47,84.87,1.35,0.89,1.35
Naze,75,NG,1574544893,88,5.43,7.07,80.6,4.7,80.6
Blois,75,FR,1574544622,100,47.59,1.33,50.0,1.12,48.36
Cocobeach,20,GA,1574544894,83,1.01,9.58,82.4,6.93,82.4
Aksha,29,RU,1574544894,83,50.28,113.29,-3.82,8.1,-3.82
Poum,20,MK,1574544894,86,41.28,20.71,39.2,2.24,39.2
Harper,1,US,1574544894,26,30.3,-99.24,75.0,14.99,71.38
Birao,2,CF,1574544895,21,10.3,22.78,72.52,7.07,72.52
Kitui,100,KE,1574544895,89,-1.37,38.02,66.99,4.38,66.99
Sinegorye,100,RU,1574544895,99,62.09,150.53,-19.12,3.33,-19.12
Minsk,100,BY,1574544895,53,53.9,27.56,23.0,13.42,23.0
Gigmoto,67,PH,1574544896,78,13.78,124.39,83.59,16.58,83.59
Fort Nelson,20,CA,1574544896,64,58.81,-122.69,33.8,6.93,33.8
Smolenka,99,PL,1574544896,94,54.15,22.76,28.0,10.98,28.0
Svay Rieng,92,KH,1574544896,78,11.08,105.8,76.6,4.38,76.6
Matagami,40,NG,1574544897,31,9.67,8.4,74.59,4.38,74.59
Lao Cai,82,VN,1574544897,95,22.48,103.95,64.11,0.11,64.11
Havoysund,100,NO,1574544601,90,71.0,24.66,35.6,17.22,35.6
Mareeba,90,AU,1574544612,78,-16.99,145.42,78.01,3.36,74.03
Atar,0,MR,1574544898,26,20.52,-13.05,71.98,7.2,71.98
Zhezkazgan,0,KZ,1574544898,77,47.8,67.71,9.61,1.88,9.61
Lipari,75,IT,1574544898,82,38.47,14.95,66.2,9.17,64.35
Vardo,90,US,1574544622,60,39.62,-77.74,42.01,8.05,39.43
Clearlake,1,US,1574544884,36,38.96,-122.63,73.0,5.03,69.42
Santa Vitoria do Palmar,2,BR,1574544899,63,-33.52,-53.37,64.35,12.86,64.35
Kavieng,71,PG,1574544899,78,-2.57,150.8,80.83,8.52,80.83
Manhattan,1,US,1574544603,65,39.18,-96.57,46.0,11.41,43.52
Sorong,100,ID,1574544900,99,-0.86,131.25,72.19,1.68,72.19
Airai,0,TL,1574544900,51,-8.93,125.41,68.27,3.51,68.27
Kuytun,100,RU,1574544900,76,54.34,101.51,7.84,7.61,7.84
Camalu,86,MX,1574544900,39,30.85,-116.07,68.02,8.68,68.02
Akdepe,95,TM,1574544901,66,42.05,59.39,12.2,6.93,11.32
Balikpapan,100,ID,1574544901,94,-1.24,116.86,73.49,1.74,73.49
Umba,100,RU,1574544901,89,66.69,34.34,29.97,13.65,29.97
Loandjili,20,CG,1574544901,83,-4.77,11.87,80.6,9.17,80.6
Dossor,0,KZ,1574544902,60,47.52,52.98,23.07,4.41,23.07
Grindavik,75,IS,1574544902,100,63.84,-22.43,37.4,6.93,37.4
Dandong,100,CN,1574544641,88,40.12,124.37,44.15,13.98,44.15
Nuuk,75,GL,1574544902,64,64.17,-51.74,37.4,34.45,37.2
Egvekinot,0,RU,1574544645,78,66.32,-179.17,-7.8,7.02,-7.8
Sibolga,92,ID,1574544809,99,1.74,98.78,70.81,1.41,70.81
Juneau,90,US,1574544902,81,58.3,-134.42,42.8,17.22,42.46
Salto del Guaira,89,PY,1574544903,49,-24.06,-54.31,88.07,3.49,88.07
Touros,26,BR,1574544903,69,-5.2,-35.46,80.6,16.11,80.6
Talcahuano,75,CL,1574544602,87,-36.72,-73.12,59.0,10.29,59.0
Lagoa,59,PT,1574544632,76,37.14,-8.45,55.99,10.29,55.09
Gobabis,32,NA,1574544904,16,-22.45,18.97,77.36,9.22,77.36
Muret,100,FR,1574544904,93,43.46,1.33,50.0,14.99,46.83
Yar-Sale,87,RU,1574544904,94,66.83,70.83,-9.54,6.42,-9.54
Sur,17,OM,1574544905,69,22.57,59.53,71.87,7.81,71.87
Guanica,40,PR,1574544905,42,17.97,-66.91,84.0,16.11,81.18
Banjar,16,ID,1574544906,93,-7.37,108.54,72.68,0.78,72.68
Kadoma,20,JP,1574544906,93,34.73,135.6,55.0,4.7,52.65
Timizart,93,DZ,1574544906,62,36.8,4.25,61.77,29.97,61.77
Price,1,US,1574544906,48,39.6,-110.81,46.0,4.7,45.12
Nanortalik,9,GL,1574544907,65,60.14,-45.24,34.65,6.62,34.65
Sorland,100,NO,1574544907,79,67.67,12.69,45.99,12.01,45.99
Gallup,1,US,1574544721,49,35.53,-108.74,48.2,4.7,46.22
Mahibadhoo,96,MV,1574544602,78,3.78,72.97,83.19,17.2,83.19
Terrace Bay,90,CA,1574544907,89,48.78,-87.1,32.0,5.82,32.0
Husavik,100,CA,1574544908,78,50.56,-96.99,37.99,4.0,37.99
Alice Springs,0,AU,1574544610,18,-23.7,133.88,64.4,15.21,64.4
Pindiga,37,NG,1574544908,20,9.98,10.93,81.28,5.93,81.28
Rock Sound,63,BS,1574544638,60,24.9,-76.2,76.01,9.73,76.01
Talaya,68,RU,1574544909,77,55.79,84.89,1.4,11.18,1.4
Bend,1,US,1574544909,33,44.06,-121.32,57.2,10.29,53.87
Tall Kayf,50,TR,1574544909,33,37.08,41.07,44.6,8.05,44.6
Elhovo,90,BG,1574544909,100,42.17,26.57,48.0,4.7,47.21
Hualmay,2,PE,1574544910,64,-11.1,-77.61,70.16,10.54,70.16
Oktyabrskiy,96,RU,1574544910,85,55.61,37.97,23.0,6.71,18.82
Saint-Louis,0,SN,1574544618,64,16.03,-16.5,71.6,6.93,71.6
Arona,75,IT,1574544646,100,45.76,8.56,57.2,8.05,51.42
Polovinnoye,95,RU,1574544910,95,54.79,65.99,16.66,8.43,16.66
Merauke,100,ID,1574544610,82,-8.49,140.4,74.43,7.2,74.43
Toma,0,BF,1574544911,17,12.76,-2.9,84.09,8.84,84.09
Duki,78,PK,1574544911,54,30.15,68.58,53.47,4.72,53.47
Lata,33,IN,1574544912,23,30.78,78.62,17.85,7.85,17.85
Chuguyevka,100,RU,1574544912,97,44.17,133.87,26.94,3.09,26.94
Brigantine,1,US,1574544912,56,39.41,-74.36,44.01,3.36,42.22
Puerto Escondido,40,MX,1574544912,70,15.86,-97.07,86.0,4.7,86.0
Svetlaya,100,RU,1574544912,67,46.54,138.33,38.28,10.04,38.28
Dinar,75,TR,1574544913,81,38.07,30.16,46.4,3.87,44.91
Sault Sainte Marie,1,CA,1574544624,56,46.49,-84.36,42.8,8.05,39.78
Ahipara,0,NZ,1574544913,72,-35.17,173.16,79.0,1.99,79.0
Soe,0,EE,1574544913,67,57.91,26.05,24.01,6.93,23.5
Sao Felix do Xingu,88,BR,1574544913,80,-6.64,-51.99,76.12,3.11,76.12
Ler,4,NO,1574544914,86,63.2,10.3,39.2,13.87,33.28
Suoyarvi,97,RU,1574544914,65,62.08,32.35,22.75,5.46,22.75
Xianshuigu,90,CN,1574544914,93,38.98,117.38,44.6,2.24,44.6
Saint George,75,GR,1574544914,93,39.45,22.34,57.0,3.2,55.96
Hokitika,100,NZ,1574544915,92,-42.72,170.96,57.43,9.91,57.43
Warmbad,64,DE,1574544915,100,50.67,13.08,42.01,1.12,38.07
Valparaiso,90,US,1574544689,93,41.47,-87.06,39.99,4.7,36.95
Zhigansk,100,RU,1574544916,96,66.77,123.37,-19.37,7.25,-19.37
Aleksandrovsk-Sakhalinskiy,43,RU,1574544916,61,50.9,142.16,27.09,31.59,27.09
Coahuayana,31,MX,1574544916,57,18.62,-100.35,86.97,0.47,86.97
Santa Isabel do Rio Negro,77,BR,1574544916,70,-0.41,-65.02,85.77,3.4,85.77
Bam,0,IR,1574544917,47,29.11,58.36,45.21,2.68,45.21
Surt,33,LY,1574544624,43,31.21,16.59,66.51,12.3,66.51
Carhuamayo,93,PE,1574544917,67,-10.92,-76.06,46.98,12.95,46.98
Chapais,90,CA,1574544917,92,49.78,-74.86,24.8,10.29,24.8
Wajima,80,JP,1574544917,63,37.4,136.9,62.98,5.86,62.98
Sao Mateus do Sul,57,BR,1574544768,93,-25.87,-50.38,68.81,6.08,68.81
Saint-Georges,97,CA,1574544898,82,46.12,-70.67,28.0,5.01,26.67
Jiuquan,0,CN,1574544918,44,39.73,98.49,11.82,2.66,11.82
Orissaare,75,EE,1574544918,80,58.56,23.08,35.01,12.75,31.35
Karratha,79,AU,1574544918,46,-20.74,116.85,84.63,12.64,84.63
Mollendo,100,PE,1574544919,86,-17.03,-72.02,63.99,6.31,63.99
Lakes Entrance,42,AU,1574544636,66,-37.88,147.99,61.0,1.99,58.89
Westport,1,US,1574544549,45,41.14,-73.36,45.0,6.93,42.04
Itoman,40,JP,1574544919,94,26.12,127.67,77.0,12.75,74.61
Bubaque,0,GW,1574544593,64,11.28,-15.83,83.46,10.11,83.46
Bud,0,NO,1574544920,80,62.91,6.91,39.2,8.05,36.57
Lake City,1,US,1574544920,69,38.03,-107.32,41.0,6.93,37.89
Atasu,100,KZ,1574544920,85,48.68,71.64,12.76,8.46,12.76
Izhma,100,RU,1574544921,97,65.01,53.91,30.24,6.02,30.24
Fortuna,1,US,1574544635,67,40.6,-124.16,59.0,6.93,55.89
Ambikapur,49,IN,1574544921,61,23.12,83.2,57.92,2.28,57.92
Anchorage,1,US,1574544659,69,61.22,-149.89,39.2,12.75,34.61
Talnakh,40,RU,1574544590,75,69.49,88.39,-13.0,6.71,-13.0
Jacmel,20,HT,1574544922,55,18.24,-72.54,86.0,8.05,86.0
Hede,100,SE,1574544923,100,60.45,15.49,37.4,8.05,36.86
Iberia,96,PE,1574544923,59,-11.41,-69.49,84.58,2.39,84.58
Cururupu,100,BR,1574544923,71,-1.82,-44.87,80.24,4.25,80.24
Sambava,100,MG,1574544611,96,-14.27,50.17,74.59,0.63,74.59
Roros,100,NO,1574544924,96,62.57,11.38,32.0,2.24,32.0
Saint-Joseph,75,FR,1574544924,87,43.56,6.97,55.99,10.29,52.23
Riyadh,15,SA,1574544738,36,24.63,46.72,62.6,8.05,62.6
Miandrivazo,71,MG,1574544924,58,-19.53,45.46,80.83,2.21,80.83
Leshukonskoye,100,RU,1574544925,91,64.9,45.76,23.97,6.44,23.97
Kungurtug,8,RU,1574544925,81,50.6,97.53,-11.38,3.96,-11.38
Shingu,75,JP,1574544925,74,33.72,135.99,65.52,5.93,65.52
Alta Floresta,20,BR,1574544925,66,-9.87,-56.08,87.8,4.7,87.8
Itarema,15,BR,1574544925,74,-2.92,-39.92,80.13,9.08,80.13
Shakawe,40,BW,1574544926,69,-18.36,21.84,75.52,7.43,75.52
Kijang,90,KR,1574544926,87,35.24,129.21,53.6,1.12,53.6
Saint Albans,1,US,1574544926,51,44.81,-73.08,37.4,4.7,32.85
Balkhash,0,KZ,1574544926,53,46.84,74.98,18.21,5.41,18.21
Macusani,100,PE,1574544927,90,-14.07,-70.43,39.27,6.02,39.27
Palu,84,ID,1574544927,98,-0.9,119.87,66.06,2.55,66.06
Kota Kinabalu,75,MY,1574544927,94,5.98,116.07,73.4,5.82,73.4
Stara Vyzhivka,77,UA,1574544927,66,51.44,24.44,29.7,15.19,29.7
Ahuimanu,90,US,1574544647,69,21.44,-157.84,84.2,17.22,80.22
Berezovyy,0,RU,1574544928,58,51.67,135.7,3.22,13.4,3.22
Narsaq,89,GL,1574544928,53,60.91,-46.05,23.0,3.36,23.0
Oum Hadjer,0,TD,1574544928,16,13.3,19.7,80.22,9.31,80.22
Goderich,39,CA,1574544625,74,43.74,-81.71,37.99,5.32,36.57
Nara,20,JP,1574544632,93,34.68,135.8,53.01,4.7,52.3
Mumbwa,91,ZM,1574544929,94,-14.99,27.06,64.17,2.08,64.17
Oktyabrskoye,100,RU,1574544929,77,56.73,85.44,6.01,11.18,4.21
Mujiayingzi,100,CN,1574544930,40,42.12,118.78,25.27,10.47,25.27
Wadi Musa,0,JO,1574544930,48,30.32,35.48,49.8,4.32,49.8
Rio Gallegos,100,AR,1574544678,66,-51.62,-69.22,55.4,36.91,55.4
Jiaozuo,100,CN,1574544930,58,35.21,113.25,50.81,1.48,50.81
Nouadhibou,1,MR,1574544931,82,20.93,-17.03,66.2,13.87,66.2
Linxia,100,CN,1574544931,90,35.6,103.21,19.72,3.09,19.72
Chernihiv,99,UA,1574544931,35,51.49,31.29,22.48,9.44,22.48
Middletown,90,US,1574544931,100,39.52,-84.4,39.99,11.41,37.74
Bellavista,40,MX,1574544932,65,21.56,-104.88,82.99,9.17,82.02
Shetpe,0,KZ,1574544932,42,44.14,52.16,22.35,3.87,22.35
Aromashevo,100,RU,1574544932,96,56.86,68.64,20.39,4.65,20.39
Margate,75,AU,1574544932,43,-43.03,147.26,57.0,17.22,55.92
San Patricio,41,PY,1574544933,57,-26.98,-56.83,82.17,10.92,82.17
Dodola,98,BF,1574544933,25,10.12,-3.28,86.99,0.6,86.99
Port Hedland,100,AU,1574544933,69,-20.31,118.58,75.2,6.93,75.2
Severo-Kurilsk,100,RU,1574544636,98,50.68,156.12,33.89,7.87,33.89
Storforshei,98,NO,1574544933,89,66.4,14.52,37.0,2.59,34.2
Amapa,40,HN,1574544934,62,15.09,-87.97,87.8,16.11,87.35
Tambo Grande,75,EC,1574544934,65,-3.58,-79.83,89.6,6.93,84.24
Keetmanshoop,0,NA,1574544934,16,-26.57,18.15,73.4,10.29,73.4
Kyzyl-Suu,100,KG,1574544934,67,42.34,78.0,31.62,7.61,31.62
Malartic,75,CA,1574544935,85,48.14,-78.13,32.0,9.17,32.0
Birin,87,NP,1574544935,94,26.89,88.07,48.09,2.73,48.09
Selma,61,US,1574544638,63,32.41,-87.02,66.2,14.99,58.82
Kalmunai,100,LK,1574544935,73,7.42,81.82,82.56,8.28,82.56
Itamaraca,40,BR,1574544936,69,-7.75,-34.83,82.4,6.93,81.43
Zabol,2,IR,1574544936,75,31.03,61.49,41.0,4.7,41.0
Bara,0,NG,1574544936,29,10.41,10.6,76.71,0.45,76.71
Hofn,100,IS,1574544936,84,64.25,-15.21,44.74,19.51,44.74
Manavalakurichi,20,IN,1574544936,83,8.13,77.3,80.6,4.7,80.6
Henties Bay,0,NA,1574544937,86,-22.12,14.28,61.0,5.01,61.0
Fairview,75,CA,1574544937,48,56.07,-118.38,44.01,18.34,43.43
Vicksburg,1,US,1574544937,66,32.35,-90.88,57.0,17.22,54.82
Ostersund,100,SE,1574544937,93,63.18,14.64,35.6,16.11,33.75
Paragould,90,US,1574544747,81,36.06,-90.5,46.4,12.75,44.06
Bhadrachalam,0,IN,1574544617,92,17.67,80.89,65.14,1.1,65.14
Jumla,17,NP,1574544938,61,29.28,82.18,37.31,4.68,37.31
Vero Beach,1,US,1574544672,65,27.64,-80.4,80.6,6.93,76.35
Pierre,1,US,1574544893,32,44.37,-100.35,57.0,10.29,56.23
Vaihingen,88,DE,1574544939,86,48.73,9.11,45.0,3.36,41.63
Kirakira,87,SB,1574544939,78,-10.46,161.92,78.46,5.06,78.46
Shubarkuduk,41,KZ,1574544939,78,49.15,56.49,15.48,6.62,15.48
Angoche,100,MZ,1574544940,83,-16.23,39.91,80.6,8.81,80.6
Kaihua,2,CN,1574544940,94,29.14,118.41,59.29,0.56,59.29
Mehamn,72,NO,1574544940,84,71.03,27.85,30.63,14.29,30.63
Los Llanos de Aridane,20,ES,1574544940,73,28.66,-17.92,70.0,11.41,69.91
Alofi,100,NU,1574544941,88,-19.06,-169.92,78.8,9.17,78.8
Sayat,90,TM,1574544941,92,38.78,63.88,30.2,13.87,30.2
Norfolk,90,US,1574544941,87,36.85,-76.29,51.8,3.36,47.48
Tashla,0,RU,1574544941,78,53.71,49.75,14.0,6.71,14.0
Firminy,90,FR,1574544942,100,45.39,4.29,46.99,3.36,46.89
Huilong,100,CN,1574544942,85,31.15,106.5,55.22,3.96,55.22
Quatre Cocos,75,MU,1574544942,88,-20.21,57.76,78.01,5.82,77.54
Esil,94,KZ,1574544943,95,51.96,66.41,8.17,9.44,8.17
Vyazma,92,RU,1574544943,40,55.21,34.3,22.17,7.31,22.17
Vila,75,IT,1574544943,100,45.18,8.4,55.99,8.05,50.85
Kathmandu,40,NP,1574544943,93,27.71,85.32,53.6,2.28,53.6
Carutapera,75,BR,1574544943,81,-1.2,-46.02,81.43,13.15,81.43
Baykit,100,RU,1574544619,95,61.68,96.39,3.97,5.46,3.97
Port-Gentil,40,GA,1574544589,88,-0.72,8.78,80.6,9.17,80.6
Gijon,40,ES,1574544944,71,43.54,-5.66,54.0,17.22,50.97
Fairbanks,90,US,1574544944,100,64.84,-147.72,24.8,2.15,22.91
Clyde River,90,CA,1574544945,85,70.47,-68.59,19.4,17.22,19.4
Deputatskiy,100,RU,1574544945,93,69.3,139.9,-24.18,4.5,-24.18
Namie,75,JP,1574544945,93,37.52,140.86,57.99,4.7,52.95
Denpasar,40,ID,1574544946,88,-8.65,115.22,80.6,2.24,80.6
Marsh Harbour,78,BS,1574544914,60,26.54,-77.06,74.79,11.23,74.79
Lalmohan,0,BD,1574544946,72,22.34,90.74,67.41,5.08,67.41
Inhambane,0,MZ,1574544946,86,-23.87,35.38,78.89,15.01,78.89
Areosa,20,PT,1574544946,87,41.72,-8.86,53.6,1.12,49.77
